rainfall_1h,rainfall_3h,rainfall_6h,soil_moisture,slope,elevation,river_level,temperature,flood
9.01,43.66,59.35,41.67,5.23,67.83,3.8,26.66,0
1.42,15.8,42.97,6.54,10.13,46.51,0.28,23.78,0
2.83,43.07,73.98,42.28,8.17,20.99,2.17,27.86,1
0.0,17.05,60.99,23.8,9.68,13.45,4.33,25.1,0
7.73,10.31,23.31,36.54,5.87,32.35,2.6,17.38,0
10.84,18.21,36.14,19.44,24.14,13.41,4.22,23.23,0
11.9,13.97,35.15,31.62,11.26,27.89,2.65,21.39,0
9.69,10.41,27.03,11.66,14.46,62.84,2.61,17.32,0
3.89,14.92,89.82,30.07,6.44,37.17,4.31,15.15,0
5.17,22.44,44.91,36.45,4.85,90.28,3.38,32.85,0
5.19,27.72,87.92,32.95,6.31,34.86,5.1,17.24,0
15.95,46.83,83.38,43.72,10.91,81.37,4.03,29.59,0
0.0,9.59,53.34,36.25,9.3,42.38,2.35,22.06,0
2.22,6.37,20.51,26.84,8.12,5.99,1.49,23.67,0
0.0,17.0,68.54,16.46,14.29,239.17,3.13,27.94,0
35.99,45.66,74.15,38.27,7.89,45.61,2.79,33.76,1
19.17,47.59,58.37,40.64,4.0,37.49,3.28,27.09,1
2.44,12.52,23.64,33.31,16.17,18.74,1.27,17.38,0
0.0,22.6,27.45,21.7,14.08,89.28,1.25,29.6,0
0.0,27.45,68.37,37.98,9.46,126.65,5.59,20.92,0
15.74,59.38,80.82,36.08,21.27,38.42,4.83,26.11,1
0.0,2.72,40.21,32.64,14.67,43.52,0.2,24.41,0
5.29,8.98,67.17,46.58,8.05,103.66,4.22,30.9,0
13.25,31.09,36.84,33.32,19.22,34.2,1.9,34.65,1
0.0,27.27,48.07,27.89,19.51,175.3,2.99,31.71,0
5.21,27.28,34.48,35.22,1.63,110.06,1.34,14.86,0
2.52,9.44,26.67,30.02,15.14,72.24,0.54,29.04,0
1.85,27.58,36.33,39.7,7.62,26.67,3.03,34.8,0
1.1,20.14,95.65,30.22,6.23,90.62,4.17,33.89,0
14.41,24.42,44.3,21.43,20.48,21.83,3.27,27.21,0
23.13,64.7,153.16,47.24,12.38,74.38,4.46,17.91,1
3.39,30.49,68.16,20.21,6.99,14.92,3.1,31.8,1
8.37,45.56,84.04,34.55,11.92,128.92,2.1,19.47,0
5.39,23.32,36.27,32.42,8.02,176.21,1.71,31.96,0
0.0,24.44,40.78,41.28,30.47,34.74,1.13,34.3,0
3.15,24.97,45.88,28.91,4.87,141.19,1.83,21.46,0
0.0,2.3,41.42,39.29,5.28,21.75,4.4,27.2,0
2.09,17.87,21.01,30.19,3.15,49.35,1.07,24.37,0
5.0,25.76,32.8,28.92,18.42,81.62,2.37,24.05,0
12.16,44.7,80.05,28.84,12.28,67.95,1.84,26.75,0
7.48,14.46,21.04,22.95,19.16,51.5,0.64,17.66,0
14.79,31.55,64.88,30.37,4.77,93.16,2.73,25.37,1
0.48,40.21,113.59,40.21,7.75,108.75,3.54,22.14,0
20.51,33.15,47.81,27.69,8.95,60.27,0.9,23.27,1
23.15,26.1,74.01,44.32,14.71,49.77,4.84,28.68,1
0.0,26.87,59.05,33.02,1.06,28.38,2.48,29.29,0
4.83,22.8,32.1,44.68,8.25,49.68,0.26,35.47,0
1.73,3.73,6.21,17.7,23.08,40.27,0.2,19.09,0
2.48,16.17,40.85,38.55,17.28,115.04,3.11,24.12,0
7.39,23.62,100.93,30.74,27.43,61.5,5.58,29.08,1
15.39,28.09,57.56,31.79,2.28,141.55,4.51,23.63,1
0.3,17.46,82.49,35.86,13.52,16.29,3.43,17.47,0
18.02,36.7,129.6,43.67,8.73,171.85,5.67,25.37,0
1.02,20.79,54.55,43.19,5.9,39.38,3.55,22.91,0
40.18,54.67,104.75,42.45,2.97,117.83,3.8,33.57,1
20.65,49.66,57.71,49.09,10.65,45.6,3.36,40.05,1
1.44,29.64,74.21,47.99,26.02,89.46,1.7,34.24,0
0.0,9.03,66.68,34.76,10.06,55.91,2.06,28.59,0
1.34,47.97,69.23,44.77,8.24,81.06,3.95,31.45,1
0.78,9.08,32.77,19.29,8.49,64.45,3.29,22.2,0
10.58,30.3,93.95,39.18,17.43,203.27,4.6,35.59,1
0.0,21.0,38.52,29.51,4.39,51.94,3.18,30.56,0
0.0,4.78,39.17,34.89,7.76,113.31,1.99,26.88,0
10.25,13.86,42.36,36.96,11.66,76.0,3.41,25.45,0
0.63,10.45,96.31,32.64,9.75,23.02,2.99,37.35,0
2.15,28.16,73.46,40.08,2.62,98.1,4.77,21.96,0
13.19,13.71,37.22,41.86,9.31,86.0,2.53,35.9,0
16.08,27.62,56.61,40.05,7.7,27.54,1.97,28.8,0
19.72,24.14,27.07,32.46,5.5,15.63,3.93,24.22,1
12.05,43.64,107.85,49.72,13.04,96.82,4.8,28.42,0
3.67,14.87,53.16,13.26,12.36,65.37,1.15,23.63,0
3.16,24.46,44.36,15.87,18.98,43.41,2.88,18.95,0
2.49,17.3,56.32,47.95,5.29,54.2,4.3,26.09,0
0.0,28.57,73.84,41.94,5.17,111.99,4.34,17.32,0
0.17,10.85,42.23,34.05,2.84,31.4,2.26,29.22,0
17.33,25.81,58.32,35.21,1.82,41.03,2.35,30.48,0
1.0,5.34,10.62,26.15,5.41,70.37,1.29,30.97,0
0.0,18.95,58.98,37.9,4.86,88.73,5.43,28.56,0
18.76,44.86,85.39,40.85,3.96,80.18,3.48,24.81,1
6.83,12.5,72.21,32.98,8.14,342.35,2.42,27.96,0
27.93,42.15,94.02,41.87,1.48,85.07,4.24,26.28,1
25.34,71.38,91.25,41.25,14.4,128.29,3.5,21.46,1
0.0,11.62,46.98,27.19,8.36,8.09,1.48,19.86,0
4.35,9.44,44.76,41.39,5.57,258.15,2.05,26.97,0
0.0,11.22,57.78,28.89,3.71,149.21,2.3,30.94,0
0.0,10.66,31.55,23.71,1.39,17.17,0.2,33.36,0
2.34,30.27,69.29,32.11,5.19,22.33,5.49,26.68,0
10.93,28.22,88.16,26.7,3.46,53.43,5.74,30.7,0
11.0,13.03,43.01,30.57,3.17,75.19,3.27,19.8,0
9.54,43.4,72.73,32.94,7.25,106.95,2.4,30.55,1
3.66,10.72,22.41,33.65,16.59,92.15,2.41,30.05,0
11.66,16.33,64.94,34.39,4.66,24.25,4.75,27.53,0
0.0,14.79,39.82,17.28,12.22,70.73,1.79,28.9,0
6.97,15.45,36.74,26.95,11.39,110.35,4.97,31.33,0
5.24,35.12,64.13,23.17,5.0,51.06,5.11,26.37,0
3.28,21.52,35.47,39.02,3.71,51.55,1.76,25.62,0
7.32,18.59,69.84,44.95,4.1,126.46,3.24,20.1,0
0.0,7.13,49.95,36.12,14.28,36.18,3.96,26.87,0
9.98,57.51,88.36,45.04,19.05,35.66,4.3,33.29,0
5.04,44.2,64.02,35.94,9.2,103.91,3.33,29.36,1
0.0,14.31,47.04,34.75,8.77,46.74,4.26,19.52,0
4.87,6.63,40.0,26.05,8.99,118.34,2.59,30.39,0
1.77,12.9,88.57,36.03,21.9,27.36,3.38,31.71,0
17.76,45.17,123.5,51.02,2.73,48.61,5.02,36.63,0
0.0,6.06,23.01,20.99,6.67,45.02,2.66,24.15,0
0.0,50.38,68.81,37.17,21.01,180.35,2.76,31.56,0
8.55,54.1,112.15,37.66,13.45,36.56,3.67,34.43,1
3.91,12.71,30.18,24.18,6.12,82.77,3.45,29.31,0
3.6,10.32,57.28,43.36,12.75,59.58,0.82,27.77,0
11.35,42.32,86.21,43.15,12.93,45.81,4.02,29.83,1
2.83,25.55,43.45,34.15,4.69,143.18,2.45,29.73,0
0.0,12.07,44.68,23.85,12.73,102.03,3.51,32.88,0
2.51,35.23,43.31,31.94,6.64,101.99,2.9,35.9,1
0.0,4.21,43.06,29.24,7.81,55.4,3.74,28.22,0
0.2,13.77,50.74,22.81,6.31,56.38,1.24,21.91,0
0.3,39.85,70.44,40.72,12.62,133.33,3.27,27.02,0
16.4,42.43,63.54,38.99,23.52,172.08,2.71,26.61,0
0.0,30.75,94.13,23.2,13.74,49.35,6.01,29.34,0
14.79,97.42,110.26,41.01,4.61,44.43,2.28,21.66,1
9.02,29.78,65.52,49.47,7.29,22.78,3.22,32.43,0
8.86,30.01,51.91,35.2,2.74,27.83,2.42,33.45,0
0.07,4.63,26.43,43.18,6.87,96.59,2.63,27.42,0
12.83,23.95,66.09,38.49,19.91,16.64,5.0,24.42,0
11.99,36.85,115.59,48.02,13.54,95.68,5.19,29.58,1
9.84,33.56,36.39,29.11,4.28,48.51,2.37,30.92,1
5.49,37.5,66.32,28.37,5.15,30.56,1.15,26.46,0
6.67,23.02,79.75,29.98,13.19,55.0,5.14,31.81,1
0.0,16.12,27.81,38.4,4.15,31.15,2.47,27.68,0
12.3,25.96,101.29,39.29,11.22,21.29,3.76,24.59,0
19.27,21.27,28.37,25.3,2.59,51.65,0.94,25.55,1
38.3,43.19,63.38,50.34,2.71,109.51,4.7,25.75,1
7.89,21.12,31.65,47.36,6.21,47.68,3.66,24.07,0
19.93,55.72,71.39,38.11,8.74,21.11,4.03,29.22,0
0.0,17.06,85.21,24.69,3.19,138.38,3.25,36.06,0
7.81,21.79,32.41,29.3,6.73,27.91,2.91,26.38,0
5.44,20.45,50.91,24.75,5.15,83.96,2.92,32.32,0
3.91,16.61,33.11,20.39,18.59,215.43,2.91,34.09,0
15.63,28.17,69.36,47.34,3.9,12.91,2.28,36.96,1
11.11,18.8,45.02,21.97,13.09,13.54,3.56,31.01,0
0.0,18.79,45.1,26.55,5.81,122.85,3.85,21.21,0
11.75,47.84,62.43,33.38,3.46,202.14,3.8,18.92,1
2.62,18.61,87.42,29.52,14.03,113.83,3.28,20.37,0
6.84,27.18,63.82,30.32,8.08,75.65,3.32,20.77,0
3.61,20.69,55.25,24.71,16.06,240.15,4.81,24.42,0
0.0,23.72,67.1,25.23,3.56,98.13,5.72,24.53,0
0.0,13.52,29.96,28.75,10.7,35.12,0.82,30.33,0
0.0,1.85,55.05,33.42,5.62,298.33,2.69,31.27,0
4.08,10.99,48.97,21.39,1.19,82.33,3.25,15.26,0
14.99,29.33,70.29,25.35,6.44,66.57,2.98,20.75,0
17.82,70.79,71.16,25.62,16.52,18.61,2.95,24.6,1
5.15,12.74,37.16,20.08,8.76,150.68,2.99,25.09,0
5.29,14.79,36.22,29.6,10.86,33.48,3.2,29.41,0
2.49,11.49,45.27,34.4,8.5,29.56,3.73,34.42,0
0.52,2.94,68.03,31.82,3.82,20.54,4.16,21.03,0
1.57,16.21,33.06,40.89,8.37,63.51,2.17,43.0,0
5.86,7.32,40.85,42.8,5.42,34.38,1.79,30.02,0
1.39,20.45,60.65,19.34,2.44,32.08,3.39,19.2,1
0.0,24.16,54.42,34.5,6.2,29.96,2.48,27.14,0
5.32,6.5,25.51,13.82,5.82,46.31,2.73,24.11,0
2.63,85.23,93.47,40.74,12.62,22.37,4.42,15.52,0
28.6,31.9,52.02,41.82,5.26,84.15,4.23,25.85,1
0.0,5.66,24.53,31.78,5.94,32.97,1.83,31.6,0
3.73,67.22,97.82,33.35,2.52,30.37,3.49,26.6,1
1.85,4.83,72.03,46.14,13.58,18.66,4.56,32.25,0
18.13,34.54,57.27,27.43,10.02,234.53,3.56,21.02,0
0.81,22.01,27.65,31.18,13.22,50.82,2.59,35.4,0
11.09,22.87,53.24,25.32,9.03,42.5,4.43,33.04,0
0.0,11.76,14.71,29.91,3.95,29.94,1.78,33.1,0
11.33,32.26,36.03,28.14,10.76,166.83,2.01,14.61,0
4.11,42.07,53.37,18.16,3.67,76.99,2.06,29.29,0
0.0,16.38,28.82,26.05,15.37,114.5,1.79,30.58,0
1.13,56.76,77.93,43.45,9.17,91.96,5.14,35.44,0
11.19,14.2,58.41,44.88,1.42,101.45,2.48,19.66,0
5.19,59.6,76.92,33.8,13.88,45.01,4.31,27.92,0
0.46,11.14,40.24,40.61,3.47,98.89,3.72,36.52,0
2.84,56.85,108.08,37.53,11.33,122.45,3.4,21.83,0
5.47,30.81,130.96,64.44,1.55,108.42,6.39,38.02,0
0.0,5.94,20.65,21.91,14.72,104.76,0.42,16.49,0
1.79,21.0,39.93,31.9,10.58,59.93,3.04,29.87,0
15.34,17.1,47.7,21.79,3.02,51.99,1.29,28.1,1
18.26,26.22,54.41,31.75,2.96,92.66,3.02,28.46,0
1.77,13.63,38.67,36.53,3.23,84.81,3.63,36.78,0
11.31,26.06,44.13,57.39,20.67,65.2,2.11,25.74,0
4.64,43.51,49.64,26.88,8.31,121.64,3.69,30.8,0
13.24,22.59,47.92,13.13,4.12,73.59,4.59,30.11,0
4.25,11.04,28.38,40.02,7.2,30.2,1.01,33.9,0
11.38,17.77,37.95,31.51,17.32,28.67,0.9,23.8,0
2.47,20.73,51.18,45.23,6.17,86.67,1.55,31.45,0
0.0,28.43,95.35,30.14,8.33,40.11,3.78,25.92,0
5.17,13.48,22.13,46.63,5.2,219.0,3.33,34.37,0
2.58,20.96,43.53,26.61,1.71,68.07,3.07,25.21,0
4.27,14.17,22.35,26.82,7.74,34.9,0.2,33.56,0
12.34,14.49,68.1,36.83,5.97,24.42,3.08,24.33,1
37.86,88.2,137.87,36.88,8.77,163.78,4.28,24.2,1
24.14,75.81,144.78,45.03,20.56,18.33,3.81,22.98,1
3.96,21.91,58.08,18.94,10.09,63.78,1.97,25.15,0
0.49,3.22,4.07,31.23,12.62,88.45,1.52,25.81,0
5.98,9.66,43.25,27.83,10.38,16.71,1.92,18.49,0
3.38,20.4,122.49,20.65,2.85,25.21,3.79,29.87,0
27.12,43.66,62.72,31.59,3.86,32.06,2.15,30.72,0
30.3,39.37,54.25,36.27,10.13,290.7,3.56,22.47,1
13.48,27.18,44.96,35.03,1.56,58.83,2.03,28.05,0
0.0,39.69,80.06,53.24,3.03,78.77,3.42,21.95,0
5.41,27.55,39.98,33.04,8.46,212.78,3.77,22.02,0
8.66,18.48,69.87,33.93,8.21,47.35,3.9,31.67,0
4.78,47.04,49.85,31.76,1.29,11.24,0.56,35.73,0
4.64,53.16,123.28,59.42,8.52,9.35,5.03,34.16,1
6.55,34.23,53.75,25.19,3.8,28.01,3.63,20.34,0
55.05,57.73,105.57,37.99,13.95,97.94,5.2,27.89,1
1.55,13.92,31.94,36.71,4.23,203.91,1.57,36.45,0
37.57,46.73,62.86,36.91,8.46,92.83,2.83,32.19,1
9.39,17.32,39.92,21.57,6.36,37.28,2.99,34.3,0
8.41,51.95,98.44,42.93,13.45,30.52,3.66,37.2,0
3.59,50.54,67.33,51.75,3.67,255.04,3.11,39.56,1
2.26,11.84,53.4,32.78,2.53,457.3,3.24,24.49,0
0.0,11.68,45.06,28.33,6.92,64.66,3.9,20.18,0
0.6,4.13,74.09,36.81,18.77,99.04,4.08,43.0,0
0.0,39.85,86.16,37.02,22.99,68.49,4.31,26.45,0
0.0,32.83,40.0,51.16,12.81,49.34,3.02,26.04,1
0.0,7.28,31.74,37.98,14.09,60.62,0.4,26.54,0
19.31,27.52,68.25,17.06,3.02,20.25,2.42,35.85,0
19.22,40.22,51.48,45.14,1.73,32.19,2.68,27.14,1
0.69,21.37,58.62,30.13,3.05,76.86,1.29,33.95,0
0.0,15.04,72.97,38.82,5.4,162.86,3.69,33.46,0
2.02,32.88,47.9,41.34,4.06,62.51,2.35,25.74,0
11.57,35.14,74.7,50.13,10.84,474.61,0.77,29.28,0
15.59,34.16,204.31,61.43,4.63,31.56,7.21,23.16,1
6.48,15.66,44.0,32.4,1.12,73.05,3.45,33.21,0
8.11,32.24,69.51,32.75,7.8,122.04,4.24,16.99,0
7.14,25.64,57.45,34.3,19.62,42.32,2.58,26.99,0
0.0,9.91,29.22,46.26,21.65,147.3,2.56,26.93,0
28.42,39.13,56.53,20.95,10.35,316.34,1.41,31.26,0
6.43,13.7,29.09,28.1,6.26,24.3,0.64,28.73,0
0.0,17.13,25.23,35.73,11.33,47.75,2.92,25.95,0
8.73,36.62,49.16,52.37,5.94,21.13,2.72,26.18,0
0.0,4.68,63.28,52.32,9.59,20.67,4.62,26.68,0
16.9,27.16,92.44,42.87,2.79,157.36,3.13,32.63,0
15.11,44.29,78.27,44.76,3.45,109.8,5.11,28.82,1
10.86,22.77,44.6,41.23,22.03,33.41,1.35,28.08,0
6.33,21.73,30.43,27.51,7.81,109.15,2.03,26.28,0
21.16,27.2,61.84,42.95,13.94,17.41,3.22,29.6,1
23.25,28.71,83.79,34.33,7.03,65.57,3.96,41.96,0
0.0,9.88,77.45,26.16,7.56,46.75,3.95,31.65,0
10.72,23.39,111.52,49.28,16.44,66.65,4.76,26.02,0
1.31,21.76,35.59,31.08,16.77,44.75,0.61,23.56,0
0.0,43.35,121.42,53.27,13.02,38.27,6.37,28.94,0
23.24,28.62,57.23,37.7,15.33,125.28,3.66,31.03,1
12.75,15.74,51.9,26.78,8.58,56.51,2.14,28.41,0
7.07,9.68,42.85,44.55,21.04,83.62,2.24,26.21,0
0.31,17.16,35.61,37.57,8.46,33.41,2.76,23.35,0
23.88,44.51,84.74,46.26,9.12,15.57,6.7,28.89,1
0.0,7.86,17.46,18.46,6.8,46.55,0.2,34.52,0
0.0,15.94,88.16,33.67,19.5,22.27,3.55,21.15,0
4.83,36.15,65.9,31.69,5.61,49.89,3.34,27.31,0
11.56,23.35,24.54,29.47,7.16,122.46,0.2,30.18,0
2.54,13.41,141.97,67.21,10.61,34.54,4.9,23.7,1
6.19,10.66,43.63,20.52,4.72,175.62,3.05,34.07,0
1.29,21.01,31.59,31.28,15.06,71.11,2.93,22.42,0
1.8,8.99,60.16,26.46,0.68,331.04,3.16,26.52,0
31.37,55.11,66.71,28.23,3.29,63.38,3.16,31.83,1
4.13,15.64,30.81,27.5,12.06,86.68,3.75,40.48,0
22.48,35.1,57.41,38.9,3.79,12.13,4.31,28.4,0
0.0,1.89,11.12,5.17,2.39,35.63,0.2,23.71,0
17.25,49.26,82.74,25.25,6.98,42.52,2.41,32.86,1
0.48,27.37,39.94,26.91,6.06,214.75,3.3,25.5,0
13.09,20.07,34.92,28.79,14.03,33.58,4.48,27.58,0
0.45,24.49,28.64,21.38,15.92,147.48,3.54,30.7,0
2.16,7.39,36.82,27.83,5.14,169.14,2.38,23.21,0
0.0,24.36,43.67,28.61,8.62,27.74,1.36,21.53,0
13.36,34.26,68.3,41.15,7.26,96.05,5.05,28.53,0
15.69,56.84,113.06,45.75,7.25,61.93,3.94,36.49,1
0.59,21.05,30.31,29.37,3.51,95.87,2.82,42.73,0
0.0,6.4,86.0,49.63,6.15,65.58,3.47,29.14,0
22.17,38.19,86.39,46.68,7.09,46.04,4.24,25.32,0
1.06,12.32,21.7,26.24,22.08,25.41,2.8,28.44,0
3.77,43.22,50.67,21.4,3.14,125.01,2.24,30.55,0
0.0,3.23,52.65,31.75,4.88,22.48,2.31,28.69,0
12.0,27.5,104.51,28.82,8.83,121.39,4.34,33.22,0
12.33,18.45,40.72,36.88,2.52,40.15,2.71,25.73,0
25.74,72.64,75.35,54.59,6.81,189.91,3.93,27.38,1
17.76,34.65,81.82,41.79,19.24,129.56,2.5,27.62,1
16.55,38.54,111.51,51.14,3.07,120.29,3.56,25.67,0
4.4,15.8,23.77,20.38,4.99,64.4,3.04,37.2,0
3.54,28.23,40.53,33.21,4.3,95.05,2.09,23.36,0
11.81,18.22,48.17,31.26,3.01,64.5,3.13,35.49,0
4.0,10.83,53.43,25.79,6.17,60.5,3.46,28.29,0
18.37,57.46,93.72,38.66,1.03,136.73,2.98,22.11,1
0.0,70.98,77.22,27.15,3.86,64.17,3.15,24.18,0
10.29,12.47,36.87,38.81,15.51,71.05,3.06,20.67,0
1.6,10.29,25.59,24.89,3.36,205.68,0.2,27.31,0
0.0,31.06,111.69,35.22,7.55,206.9,4.18,28.08,0
41.34,62.19,96.44,42.23,12.98,15.78,3.78,32.08,1
5.1,12.38,24.63,35.39,8.17,9.43,2.26,41.48,0
0.0,10.84,26.14,38.34,5.05,135.0,1.06,28.77,0
1.06,8.9,21.72,22.24,10.04,156.07,3.19,27.23,0
3.0,26.22,31.33,30.1,7.85,41.14,3.08,30.2,0
10.04,17.3,26.65,38.85,16.74,173.73,3.68,35.11,0
1.08,12.07,30.25,20.53,11.75,36.37,2.27,29.5,0
3.87,30.35,50.22,33.78,12.2,43.3,2.73,27.75,0
7.41,25.8,60.8,35.43,7.91,188.0,2.3,25.2,1
9.3,43.41,65.43,26.63,11.08,32.43,2.58,34.94,0
4.38,11.41,57.27,44.33,30.87,51.11,2.07,28.93,0
30.93,41.54,63.4,32.49,7.08,59.39,3.43,25.49,1
12.14,18.41,56.65,45.81,8.49,126.19,1.91,28.32,0
11.4,20.66,34.25,21.0,14.23,29.93,1.9,25.49,0
10.93,14.68,70.34,14.29,9.83,28.07,0.2,25.27,1
18.51,19.29,57.6,29.24,8.9,44.48,0.2,30.34,0
6.76,9.89,26.08,32.99,7.57,45.73,2.92,35.81,0
0.0,27.36,54.16,29.18,6.13,78.42,1.01,25.41,0
8.77,12.22,27.93,30.4,11.52,29.7,1.5,28.07,0
10.18,30.34,53.53,33.33,7.06,61.77,2.93,27.41,0
21.44,31.16,43.65,23.95,9.89,42.16,3.24,29.03,0
0.0,11.27,74.25,62.09,2.93,57.18,4.51,30.03,0
0.13,4.05,75.39,36.1,9.78,118.34,4.07,41.28,0
5.35,13.52,65.46,29.68,17.99,165.74,2.64,35.54,0
11.29,28.39,45.61,56.3,1.6,66.46,2.4,22.34,0
0.0,3.52,22.78,20.41,6.66,174.3,1.93,27.64,0
0.0,7.66,10.96,27.94,3.39,20.33,2.77,24.41,0
14.47,29.43,39.18,26.26,6.36,81.34,1.7,35.57,0
0.0,20.56,105.96,31.18,6.02,193.15,1.62,29.32,0
0.18,11.8,92.3,48.42,3.93,53.56,3.68,39.6,0
15.46,63.48,127.66,45.9,6.11,143.61,7.01,26.35,1
11.1,25.5,93.26,28.84,18.1,57.15,2.05,20.03,0
1.12,25.26,33.61,48.64,14.68,78.8,4.12,31.12,0
9.68,26.86,75.13,37.61,18.8,53.63,0.42,38.73,0
7.56,17.47,61.52,47.02,4.86,19.95,2.07,24.32,0
4.1,5.74,56.52,46.91,12.83,67.95,4.14,30.8,0
2.4,28.97,125.32,31.49,6.39,91.49,3.86,27.6,0
9.22,35.56,38.93,38.38,12.11,34.61,2.77,22.09,0
0.0,46.74,50.49,43.1,0.45,52.41,3.0,31.59,0
9.09,19.1,29.69,31.54,8.1,43.6,4.3,26.31,1
6.66,66.51,73.96,46.8,9.89,103.33,2.77,29.8,1
7.33,32.55,55.07,30.1,6.04,113.34,4.68,19.41,0
0.04,34.35,69.36,51.08,5.38,48.38,2.97,21.67,1
21.96,26.19,68.52,32.0,6.63,34.84,3.36,27.82,1
1.14,16.71,21.69,43.33,1.09,137.5,1.95,31.33,0
1.84,43.4,58.43,39.18,4.07,55.48,3.59,22.67,1
3.82,7.96,42.15,36.02,3.16,167.59,1.5,31.09,0
11.07,20.36,46.05,21.3,16.56,30.05,2.19,19.99,0
7.04,55.49,76.32,51.36,9.57,79.87,3.53,25.46,1
0.0,36.92,97.05,32.94,16.15,31.51,5.7,30.55,0
4.98,19.22,35.19,46.9,0.76,35.6,0.96,21.75,0
5.64,13.43,95.75,44.29,4.62,117.43,2.48,28.0,0
22.47,44.71,55.97,38.6,12.63,23.86,2.14,24.72,0
2.9,39.9,52.19,29.4,3.86,84.41,2.64,23.4,1
10.0,35.21,71.97,33.62,13.88,118.66,3.26,26.48,1
18.92,59.96,77.92,22.96,4.88,65.38,2.25,24.7,1
0.0,41.2,59.81,42.73,24.14,57.3,2.3,32.31,0
12.79,33.46,48.53,36.89,3.84,105.95,2.96,29.94,0
9.14,35.41,69.16,51.35,20.38,14.27,3.17,26.46,0
2.71,19.88,23.83,27.04,10.05,182.13,2.65,21.72,0
12.96,14.89,26.24,48.49,5.47,84.99,2.34,31.11,0
0.0,17.65,37.19,22.43,15.11,70.28,1.4,30.16,0
1.23,5.47,44.35,35.51,5.41,47.09,0.2,22.41,0
3.9,7.47,23.95,35.89,7.19,74.56,3.04,34.63,0
2.45,33.48,132.29,51.58,13.77,214.75,4.89,28.46,0
11.47,20.22,64.03,32.56,9.75,123.99,4.54,27.4,1
4.77,16.81,54.96,22.27,6.52,24.82,1.54,36.81,0
1.91,7.56,33.96,31.47,3.12,29.28,1.07,28.56,0
18.61,25.3,56.86,30.0,5.83,69.26,3.43,24.04,0
10.99,24.65,46.58,50.35,1.81,27.67,3.13,24.47,0
0.0,18.64,61.37,40.51,17.02,29.22,2.59,28.18,0
1.95,14.92,68.02,37.84,2.07,69.8,3.37,27.41,0
0.0,21.76,50.37,46.96,7.1,66.69,2.87,26.1,0
15.76,43.25,142.27,55.48,12.61,69.63,5.87,35.62,1
1.44,3.94,20.06,11.83,3.82,82.64,2.7,23.1,0
9.98,32.78,114.03,53.07,4.51,35.28,4.08,32.45,1
12.6,30.23,73.57,41.72,21.43,35.5,3.51,28.69,0
1.64,18.99,40.87,36.05,4.46,37.73,4.93,29.59,0
3.59,8.18,26.46,29.88,6.48,242.11,3.19,31.08,0
7.46,17.86,21.97,24.65,0.82,32.75,2.47,41.08,0
14.86,39.1,98.86,32.09,5.94,32.48,4.1,32.9,1
42.92,46.78,126.15,53.3,11.14,8.58,7.13,23.05,1
28.23,96.31,131.59,42.41,10.91,59.32,4.31,22.42,1
4.68,35.8,51.12,27.72,5.93,37.73,2.86,29.96,0
4.6,10.67,20.46,56.6,5.92,120.2,3.03,33.04,0
25.61,36.77,73.9,33.23,11.03,52.42,1.87,31.05,0
5.1,8.42,43.51,26.8,4.51,46.88,1.96,15.04,0
1.54,33.56,58.31,40.51,1.98,60.56,6.45,33.53,1
16.03,29.17,56.9,31.82,6.08,27.08,3.12,38.65,0
7.94,26.09,71.9,50.34,11.33,28.99,3.93,32.84,0
0.0,15.17,46.42,37.7,8.45,100.72,2.83,31.47,0
2.96,28.51,57.34,36.03,19.18,35.12,1.05,27.09,0
0.0,5.93,45.88,39.85,6.62,35.32,2.41,29.73,0
31.82,112.96,200.52,61.24,18.78,89.45,7.37,20.86,1
6.13,31.7,39.87,24.89,6.96,164.0,1.78,17.77,0
3.18,31.29,56.82,37.75,12.85,53.65,3.55,26.22,0
1.91,21.27,29.48,19.43,13.65,119.5,0.59,35.82,0
5.25,11.04,16.59,16.82,13.78,18.49,2.26,40.6,0
1.85,13.11,46.78,27.3,6.06,70.9,4.0,27.52,0
0.0,9.94,60.24,32.77,2.49,312.86,2.95,20.7,0
2.14,38.43,54.73,34.95,6.23,62.19,1.87,22.91,0
23.33,29.87,57.72,9.49,7.64,73.85,2.27,29.1,1
15.66,31.61,68.96,32.35,5.22,21.16,2.33,33.08,0
2.15,6.26,79.45,24.04,5.44,30.95,1.57,17.23,0
34.71,59.78,64.56,40.82,4.08,62.24,5.15,23.66,1
4.59,12.64,47.38,28.59,3.32,20.65,1.32,27.71,0
0.64,27.69,86.98,36.98,11.42,66.13,5.75,22.06,0
8.39,41.89,79.53,28.25,1.04,104.82,4.41,23.19,1
26.86,84.04,93.97,45.43,3.2,26.0,5.86,27.82,1
22.3,35.75,52.3,20.43,5.82,43.42,2.29,26.45,0
0.82,19.98,44.25,29.3,6.18,40.16,1.67,27.66,0
0.0,15.0,16.87,22.93,9.73,27.45,0.97,22.59,0
2.64,13.62,89.34,54.78,7.07,52.53,4.55,24.98,0
10.2,40.63,46.48,15.27,9.24,49.82,1.97,21.88,0
13.57,24.0,38.87,45.34,9.67,497.37,2.07,27.16,0
19.38,45.14,75.83,34.25,15.96,18.15,4.88,33.07,0
6.61,7.07,17.48,25.77,8.94,29.58,2.15,28.7,0
6.91,14.9,33.57,41.5,5.24,16.79,5.04,27.27,0
6.28,37.34,103.27,49.75,29.51,59.94,3.66,31.16,0
